,level_0,index,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,cluster
23359,23359,23362,INN23363,1,0,0,3,Not Selected,0,Room_Type 1,74,2018,11,9,Online,0,0,0,133.8,2,Not_Canceled,3
23360,23360,23363,INN23364,2,1,0,1,Meal Plan 1,0,Room_Type 1,9,2018,7,23,Online,0,0,0,169.0,0,Canceled,2
23361,23361,23364,INN23365,1,0,0,1,Meal Plan 1,1,Room_Type 4,0,2018,3,8,Corporate,0,0,0,75.0,0,Not_Canceled,4
23362,23362,23365,INN23366,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled,1
23363,23363,23366,INN23367,4,0,0,1,Meal Plan 1,1,Room_Type 7,4,2018,5,13,Complementary,1,0,2,0.0,4,Not_Canceled,8
23364,23364,23367,INN23368,2,0,0,2,Not Selected,0,Room_Type 1,111,2018,8,12,Online,0,0,0,107.1,1,Not_Canceled,3
23365,23365,23368,INN23369,1,0,1,2,Not Selected,0,Room_Type 1,12,2018,11,7,Online,0,0,0,134.75,1,Not_Canceled,3
23366,23366,23369,INN23370,3,0,0,1,Meal Plan 1,0,Room_Type 4,35,2018,4,22,Online,0,0,0,137.7,0,Not_Canceled,4
23367,23367,23370,INN23371,2,0,2,2,Meal Plan 1,0,Room_Type 1,63,2018,9,3,Online,0,0,0,106.88,2,Not_Canceled,2
23368,23368,23371,INN23372,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,117.0,1,Canceled,7
23369,23369,23372,INN23373,3,0,1,4,Meal Plan 1,0,Room_Type 4,32,2018,11,14,Online,0,0,0,107.1,1,Canceled,4
23370,23370,23373,INN23374,3,0,1,0,Meal Plan 1,0,Room_Type 4,45,2018,7,10,Online,0,0,0,146.7,2,Not_Canceled,4
23371,23371,23374,INN23375,1,0,3,5,Meal Plan 1,0,Room_Type 1,6,2017,8,16,Online,0,0,0,85.63,2,Not_Canceled,2
23372,23372,23375,INN23376,2,0,2,0,Meal Plan 1,0,Room_Type 4,12,2018,9,4,Online,0,0,0,154.0,0,Canceled,4
23373,23373,23376,INN23377,1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,7,23,Online,0,0,0,166.0,0,Not_Canceled,4
23374,23374,23377,INN23378,1,0,1,3,Meal Plan 1,0,Room_Type 4,83,2018,10,6,Online,0,0,0,132.3,0,Canceled,4
23375,23375,23378,INN23379,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled,1
23376,23376,23379,INN23380,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled,7
23377,23377,23380,INN23381,2,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,10,9,Online,0,0,0,82.39,2,Not_Canceled,2
23378,23378,23381,INN23382,2,0,0,1,Meal Plan 2,0,Room_Type 7,0,2018,11,29,Complementary,1,0,2,0.0,3,Not_Canceled,9
23379,23379,23382,INN23383,3,0,2,3,Meal Plan 1,0,Room_Type 4,70,2018,4,10,Online,0,0,0,130.05,2,Not_Canceled,4
23380,23380,23383,INN23384,2,0,2,3,Not Selected,0,Room_Type 1,49,2018,6,17,Offline,0,0,0,72.25,1,Not_Canceled,3
23381,23381,23384,INN23385,2,0,1,2,Meal Plan 1,0,Room_Type 1,75,2018,7,8,Online,0,0,0,115.5,1,Not_Canceled,2
23382,23382,23385,INN23386,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled,1
23383,23383,23386,INN23387,1,0,0,1,Meal Plan 1,0,Room_Type 1,68,2017,12,2,Corporate,0,0,0,65.0,2,Not_Canceled,5
23384,23384,23387,INN23388,3,0,2,1,Meal Plan 1,1,Room_Type 4,97,2018,8,20,Online,0,0,0,159.3,2,Not_Canceled,4
23385,23385,23388,INN23389,2,0,2,2,Meal Plan 1,0,Room_Type 4,106,2018,4,17,Online,0,0,0,90.95,1,Not_Canceled,4
23386,23386,23389,INN23390,2,0,0,3,Meal Plan 1,0,Room_Type 1,10,2018,5,31,Online,0,0,0,111.35,1,Not_Canceled,2
23387,23387,23390,INN23391,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,2017,12,29,Online,0,0,0,142.67,0,Not_Canceled,4
23388,23388,23391,INN23392,2,1,0,3,Meal Plan 2,0,Room_Type 1,142,2018,8,31,Online,0,0,0,175.65,0,Canceled,9
23389,23389,23392,INN23393,2,0,0,1,Meal Plan 1,0,Room_Type 1,25,2017,9,5,Online,0,0,0,105.0,1,Canceled,2
23390,23390,23393,INN23394,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled,1
23391,23391,23394,INN23395,2,0,1,3,Meal Plan 2,0,Room_Type 4,225,2018,10,31,Online,0,0,0,129.63,1,Canceled,9
23392,23392,23395,INN23396,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,3,31,Online,0,0,0,90.9,1,Not_Canceled,2
23393,23393,23396,INN23397,2,0,2,2,Not Selected,0,Room_Type 1,152,2018,12,18,Online,0,0,0,74.8,2,Not_Canceled,3
23394,23394,23397,INN23398,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled,1
23395,23395,23398,INN23399,2,2,2,1,Meal Plan 2,0,Room_Type 6,4,2018,2,6,Online,0,0,0,198.0,0,Not_Canceled,0
23396,23396,23399,INN23400,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95.0,0,Not_Canceled,1
23397,23397,23400,INN23401,2,0,1,0,Not Selected,0,Room_Type 1,54,2018,12,5,Online,0,0,0,79.2,2,Not_Canceled,3
23398,23398,23401,INN23402,1,1,1,1,Meal Plan 1,0,Room_Type 1,60,2018,4,30,Online,0,0,0,143.1,0,Canceled,2
23399,23399,23402,INN23403,2,0,0,3,Meal Plan 1,0,Room_Type 6,159,2018,5,26,Online,0,0,0,198.9,0,Canceled,6
23400,23400,23403,INN23404,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,7,5,Online,0,0,0,151.0,1,Not_Canceled,2
23401,23401,23404,INN23405,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,2017,8,10,Online,0,0,0,114.0,0,Not_Canceled,2
23402,23402,23405,INN23406,2,0,0,2,Meal Plan 1,0,Room_Type 4,110,2018,4,20,Online,0,0,0,90.95,0,Not_Canceled,4
23403,23403,23406,INN23407,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2017,11,20,Online,0,0,0,122.0,1,Not_Canceled,2
23404,23404,23407,INN23408,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,11,Offline,0,0,0,141.0,0,Not_Canceled,1
23405,23405,23408,INN23409,2,0,4,6,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,64.46,1,Not_Canceled,2
23406,23406,23409,INN23410,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,7
23407,23407,23410,INN23411,2,0,0,2,Not Selected,0,Room_Type 1,0,2017,8,6,Online,0,0,0,81.0,0,Not_Canceled,3
23408,23408,23411,INN23412,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,1
23409,23409,23412,INN23413,2,0,1,1,Meal Plan 1,0,Room_Type 4,67,2018,4,9,Online,0,0,0,137.7,0,Canceled,4
23410,23410,23413,INN23414,2,0,0,3,Meal Plan 1,0,Room_Type 1,60,2018,6,21,Online,0,0,0,99.9,1,Not_Canceled,2
23411,23411,23414,INN23415,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,2018,5,27,Online,0,0,0,140.4,0,Canceled,4
23412,23412,23415,INN23416,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,28,Online,0,0,0,108.11,0,Not_Canceled,2
23413,23413,23416,INN23417,2,0,0,2,Not Selected,0,Room_Type 1,91,2018,12,9,Online,0,0,0,88.0,0,Canceled,3
23414,23414,23417,INN23418,2,0,0,4,Meal Plan 1,0,Room_Type 1,145,2018,5,3,Online,0,0,0,99.45,0,Not_Canceled,2
23415,23415,23418,INN23419,2,0,0,1,Not Selected,0,Room_Type 1,184,2018,10,12,Online,0,0,0,98.1,0,Canceled,3
23416,23416,23419,INN23420,2,0,2,2,Meal Plan 1,0,Room_Type 1,63,2018,5,20,Offline,0,0,0,110.0,0,Not_Canceled,1
23417,23417,23420,INN23421,3,0,1,2,Meal Plan 1,0,Room_Type 4,124,2018,8,5,Online,0,0,0,143.7,2,Not_Canceled,4
23418,23418,23421,INN23422,2,0,1,1,Meal Plan 1,0,Room_Type 4,72,2018,4,23,Online,0,0,0,118.8,1,Not_Canceled,4
23419,23419,23422,INN23423,2,0,0,3,Not Selected,0,Room_Type 1,21,2018,8,9,Online,0,0,0,139.0,1,Not_Canceled,3
23420,23420,23423,INN23424,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled,1
23421,23421,23424,INN23425,2,0,2,3,Meal Plan 1,0,Room_Type 4,184,2018,9,22,Online,0,0,0,137.28,0,Canceled,4
23422,23422,23425,INN23426,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2018,11,14,Online,0,0,0,93.6,1,Not_Canceled,2
23423,23423,23426,INN23427,2,0,2,2,Meal Plan 1,0,Room_Type 1,29,2018,3,12,Offline,0,0,0,68.0,0,Not_Canceled,1
23424,23424,23427,INN23428,1,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,4,7,Online,0,0,0,95.0,0,Canceled,2
23425,23425,23428,INN23429,2,0,1,2,Not Selected,1,Room_Type 1,18,2017,10,16,Online,0,0,0,129.33,1,Not_Canceled,3
23426,23426,23429,INN23430,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,65.0,0,Not_Canceled,1
23427,23427,23430,INN23431,2,1,0,2,Meal Plan 1,0,Room_Type 2,22,2018,11,18,Online,0,0,0,109.1,3,Not_Canceled,8
23428,23428,23431,INN23432,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2017,9,15,Online,0,0,0,108.72,0,Not_Canceled,2
23429,23429,23432,INN23433,2,0,2,4,Meal Plan 1,0,Room_Type 1,53,2018,11,13,Online,0,0,0,88.4,1,Not_Canceled,2
23430,23430,23433,INN23434,2,0,1,2,Not Selected,0,Room_Type 1,151,2018,8,5,Offline,0,0,0,63.75,0,Not_Canceled,3
23431,23431,23434,INN23435,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,20,Online,0,0,0,101.52,0,Not_Canceled,2
23432,23432,23435,INN23436,2,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,Offline,0,0,0,95.0,1,Not_Canceled,1
23433,23433,23436,INN23437,2,0,1,2,Meal Plan 1,0,Room_Type 1,18,2017,10,5,Online,0,0,0,107.0,1,Not_Canceled,2
23434,23434,23437,INN23438,2,0,2,2,Not Selected,0,Room_Type 1,117,2018,5,13,Online,0,0,0,99.45,1,Not_Canceled,3
23435,23435,23438,INN23439,1,0,0,4,Meal Plan 1,0,Room_Type 1,0,2018,7,6,Online,0,0,0,147.5,1,Not_Canceled,2
23436,23436,23439,INN23440,1,0,1,2,Meal Plan 1,0,Room_Type 1,32,2018,7,25,Online,0,0,0,130.5,1,Canceled,2
23437,23437,23440,INN23441,2,0,1,1,Meal Plan 1,0,Room_Type 4,1,2018,9,17,Online,0,0,0,155.54,2,Not_Canceled,4
23438,23438,23441,INN23442,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled,1
23439,23439,23442,INN23443,2,2,0,2,Meal Plan 1,0,Room_Type 1,5,2018,12,8,Online,0,0,0,111.0,1,Not_Canceled,2
23440,23440,23443,INN23444,2,0,2,5,Meal Plan 1,0,Room_Type 4,2,2018,11,6,Offline,0,0,0,78.2,1,Not_Canceled,4
23441,23441,23444,INN23445,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87.0,0,Not_Canceled,7
23442,23442,23445,INN23446,2,0,0,1,Meal Plan 1,0,Room_Type 4,61,2018,9,30,Online,0,0,0,132.3,1,Canceled,4
23443,23443,23446,INN23447,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,96.0,0,Not_Canceled,1
23444,23444,23447,INN23448,2,1,1,2,Meal Plan 1,0,Room_Type 1,206,2018,10,24,Online,0,0,0,112.5,1,Canceled,2
23445,23445,23448,INN23449,2,0,0,4,Meal Plan 1,0,Room_Type 1,30,2018,8,30,Online,0,0,0,84.55,2,Not_Canceled,2
23446,23446,23449,INN23450,1,0,0,1,Meal Plan 1,1,Room_Type 1,7,2018,6,22,Corporate,1,0,7,98.0,1,Not_Canceled,5
23447,23447,23450,INN23451,2,0,2,2,Not Selected,0,Room_Type 1,85,2018,7,17,Online,0,0,0,94.5,0,Canceled,3
23448,23448,23451,INN23452,2,0,1,2,Not Selected,0,Room_Type 1,88,2018,5,2,Online,0,0,0,116.1,0,Canceled,3
23449,23449,23452,INN23453,2,1,1,2,Meal Plan 1,0,Room_Type 1,94,2018,8,5,Online,0,0,0,134.1,0,Canceled,2
23450,23450,23453,INN23454,2,0,1,2,Not Selected,0,Room_Type 1,9,2018,12,16,Online,0,0,0,78.0,0,Not_Canceled,3
23451,23451,23454,INN23455,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled,1
23452,23452,23455,INN23456,1,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,80.5,0,Not_Canceled,5
23453,23453,23456,INN23457,2,0,1,3,Meal Plan 1,0,Room_Type 1,193,2018,8,18,Online,0,0,0,99.45,1,Not_Canceled,2
23454,23454,23457,INN23458,1,0,2,4,Meal Plan 1,0,Room_Type 1,3,2018,1,17,Online,0,0,0,76.3,1,Not_Canceled,2
23455,23455,23458,INN23459,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80.0,0,Canceled,7
23456,23456,23459,INN23460,1,0,1,1,Meal Plan 1,0,Room_Type 1,20,2018,7,4,Corporate,1,0,4,84.0,0,Not_Canceled,5
23457,23457,23460,INN23461,2,0,0,3,Not Selected,0,Room_Type 1,128,2018,7,7,Online,0,0,0,103.5,0,Canceled,3
23458,23458,23461,INN23462,2,0,2,5,Not Selected,0,Room_Type 1,15,2018,12,28,Online,0,0,0,98.11,2,Not_Canceled,3
23459,23459,23462,INN23463,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,23,Online,0,0,0,94.0,0,Not_Canceled,2
23460,23460,23463,INN23464,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled,1
23461,23461,23464,INN23465,2,0,2,1,Meal Plan 1,0,Room_Type 4,97,2018,4,16,Online,0,0,0,102.3,0,Not_Canceled,4
23462,23462,23465,INN23466,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,5,10,Offline,0,0,0,95.0,0,Not_Canceled,1
23463,23463,23466,INN23467,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,1
23464,23464,23467,INN23468,1,0,0,2,Meal Plan 2,0,Room_Type 1,27,2017,9,22,Offline,0,0,0,83.0,0,Not_Canceled,7
23465,23465,23468,INN23469,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled,7
23466,23466,23469,INN23470,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,11,25,Corporate,0,0,0,67.0,0,Not_Canceled,5
23467,23467,23470,INN23471,2,0,2,2,Meal Plan 1,0,Room_Type 4,32,2018,9,25,Online,0,0,0,134.78,1,Not_Canceled,4
23468,23468,23471,INN23472,1,0,1,4,Meal Plan 1,0,Room_Type 1,23,2017,8,31,Online,0,0,0,92.0,1,Not_Canceled,2
23469,23469,23472,INN23473,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,Canceled,7
23470,23470,23473,INN23474,3,0,1,3,Meal Plan 1,0,Room_Type 4,57,2018,10,17,Online,0,0,0,158.4,1,Canceled,4
23471,23471,23474,INN23475,2,0,2,5,Not Selected,0,Room_Type 1,157,2018,8,25,Online,0,0,0,80.75,0,Canceled,3
23472,23472,23475,INN23476,2,0,2,3,Meal Plan 1,0,Room_Type 1,18,2018,1,15,Online,0,0,0,89.0,1,Not_Canceled,2
23473,23473,23476,INN23477,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled,1
23474,23474,23477,INN23478,1,0,0,4,Meal Plan 1,0,Room_Type 1,14,2018,5,18,Offline,0,0,0,62.0,0,Not_Canceled,1
23475,23475,23478,INN23479,3,0,0,1,Meal Plan 1,0,Room_Type 4,36,2018,6,4,Online,0,0,0,159.3,0,Canceled,4
23476,23476,23479,INN23480,3,0,0,2,Meal Plan 1,0,Room_Type 4,130,2018,6,9,Online,0,0,0,159.3,0,Canceled,4
23477,23477,23480,INN23481,2,0,0,3,Meal Plan 1,0,Room_Type 1,117,2018,5,5,Online,0,0,0,105.3,1,Not_Canceled,2
23478,23478,23481,INN23482,2,0,1,3,Meal Plan 1,0,Room_Type 1,86,2018,10,31,Online,0,0,0,90.23,0,Canceled,2
23479,23479,23482,INN23483,2,0,1,2,Not Selected,0,Room_Type 1,19,2018,9,23,Online,0,0,0,107.03,1,Not_Canceled,3
23480,23480,23483,INN23484,2,0,1,2,Meal Plan 1,0,Room_Type 1,302,2018,9,16,Offline,0,0,0,100.0,0,Canceled,1
23481,23481,23484,INN23485,2,0,2,2,Meal Plan 1,0,Room_Type 1,35,2018,5,22,Online,0,0,0,108.9,0,Not_Canceled,2
23482,23482,23485,INN23486,3,0,0,2,Meal Plan 1,0,Room_Type 4,73,2018,5,25,Online,0,0,0,159.3,2,Not_Canceled,4
23483,23483,23486,INN23487,2,0,0,1,Meal Plan 1,0,Room_Type 1,85,2018,8,5,Online,0,0,0,126.9,1,Not_Canceled,2
23484,23484,23487,INN23488,2,0,2,2,Meal Plan 1,0,Room_Type 4,10,2018,3,26,Online,0,0,0,148.5,0,Canceled,4
23485,23485,23488,INN23489,2,0,2,2,Meal Plan 1,0,Room_Type 1,117,2018,6,5,Offline,0,0,0,110.0,1,Not_Canceled,1
23486,23486,23489,INN23490,1,0,1,2,Meal Plan 1,0,Room_Type 1,10,2018,10,14,Offline,0,0,0,119.0,0,Not_Canceled,1
23487,23487,23490,INN23491,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled,1
23488,23488,23491,INN23492,2,0,0,2,Meal Plan 1,0,Room_Type 1,124,2018,6,30,Online,0,0,0,105.3,1,Not_Canceled,2
23489,23489,23492,INN23493,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120.0,0,Not_Canceled,1
23490,23490,23493,INN23494,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled,1
23491,23491,23494,INN23495,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64.0,0,Not_Canceled,5
23492,23492,23495,INN23496,1,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,8,30,Corporate,0,0,0,65.0,0,Canceled,5
23493,23493,23496,INN23497,2,0,1,0,Not Selected,0,Room_Type 1,0,2017,8,10,Online,0,0,0,75.0,0,Canceled,3
23494,23494,23497,INN23498,2,0,2,3,Meal Plan 1,0,Room_Type 4,188,2017,8,23,Online,0,0,0,89.25,1,Not_Canceled,4
23495,23495,23498,INN23499,1,0,0,4,Meal Plan 1,0,Room_Type 4,4,2018,12,27,Online,0,0,0,112.2,2,Not_Canceled,4
23496,23496,23499,INN23500,2,1,0,3,Meal Plan 1,0,Room_Type 6,86,2018,12,8,Online,0,0,0,174.0,0,Canceled,6
23497,23497,23500,INN23501,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled,1
23498,23498,23501,INN23502,3,0,0,4,Meal Plan 1,0,Room_Type 4,184,2018,8,16,Online,0,0,0,139.05,3,Not_Canceled,4
23499,23499,23502,INN23503,2,0,0,2,Meal Plan 1,0,Room_Type 1,37,2018,11,17,Online,0,0,0,104.0,2,Not_Canceled,2
23500,23500,23503,INN23504,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,10,8,Corporate,0,0,0,65.0,0,Canceled,5
23501,23501,23504,INN23505,3,0,2,3,Meal Plan 1,0,Room_Type 4,117,2018,7,8,Online,0,0,0,136.85,2,Not_Canceled,4
23502,23502,23505,INN23506,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,4,13,Online,0,0,0,101.0,0,Not_Canceled,2
23503,23503,23506,INN23507,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled,7
23504,23504,23507,INN23508,2,0,1,2,Meal Plan 1,0,Room_Type 1,203,2018,9,5,Offline,0,0,0,80.75,0,Not_Canceled,1
23505,23505,23508,INN23509,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled,5
23506,23506,23509,INN23510,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,9,25,Online,0,0,0,138.7,0,Not_Canceled,2
23507,23507,23510,INN23511,0,2,0,4,Meal Plan 1,0,Room_Type 2,215,2018,11,30,Online,0,0,0,67.26,0,Canceled,8
23508,23508,23511,INN23512,2,0,0,1,Meal Plan 1,0,Room_Type 1,32,2018,9,17,Offline,0,0,0,85.5,2,Not_Canceled,1
23509,23509,23512,INN23513,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled,7
23510,23510,23513,INN23514,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled,1
23511,23511,23514,INN23515,2,0,2,3,Meal Plan 1,1,Room_Type 1,156,2018,8,14,Online,0,0,0,115.25,1,Canceled,2
23512,23512,23515,INN23516,2,1,2,1,Meal Plan 1,0,Room_Type 4,108,2018,3,19,Online,0,0,0,116.0,2,Canceled,4
23513,23513,23516,INN23517,2,0,0,2,Meal Plan 1,0,Room_Type 1,134,2018,5,5,Online,0,0,0,105.3,0,Canceled,2
23514,23514,23517,INN23518,2,0,2,3,Not Selected,0,Room_Type 1,64,2018,2,21,Online,0,0,0,65.75,0,Not_Canceled,3
23515,23515,23518,INN23519,1,2,1,1,Meal Plan 1,0,Room_Type 4,18,2018,7,23,Online,0,0,0,187.0,0,Not_Canceled,4
23516,23516,23519,INN23520,2,0,2,5,Meal Plan 1,0,Room_Type 1,53,2018,8,8,Offline,0,0,0,85.0,0,Not_Canceled,1
23517,23517,23520,INN23521,2,0,0,4,Meal Plan 1,0,Room_Type 4,12,2018,12,28,Online,0,0,0,125.8,2,Not_Canceled,4
23518,23518,23521,INN23522,2,0,2,5,Not Selected,0,Room_Type 1,142,2018,7,4,Online,0,0,0,94.11,0,Not_Canceled,3
23519,23519,23522,INN23523,2,0,0,4,Meal Plan 1,0,Room_Type 1,97,2018,3,23,Online,0,0,0,65.42,1,Not_Canceled,2
23520,23520,23523,INN23524,1,0,2,3,Meal Plan 1,0,Room_Type 1,3,2018,10,16,Offline,0,0,0,95.0,0,Not_Canceled,1
23521,23521,23524,INN23525,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled,7
23522,23522,23525,INN23526,2,0,1,0,Not Selected,0,Room_Type 1,102,2018,10,9,Online,0,0,0,108.0,1,Canceled,3
23523,23523,23526,INN23527,4,0,0,1,Meal Plan 1,0,Room_Type 4,26,2018,4,13,Online,0,0,0,182.0,2,Not_Canceled,4
23524,23524,23527,INN23528,2,0,2,2,Meal Plan 1,0,Room_Type 1,48,2017,10,23,Online,0,0,0,94.5,0,Not_Canceled,2
23525,23525,23528,INN23529,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,11,18,Online,0,0,0,93.6,2,Not_Canceled,2
23526,23526,23529,INN23530,2,0,1,3,Meal Plan 1,0,Room_Type 4,104,2018,7,21,Online,0,0,0,123.3,2,Not_Canceled,4
23527,23527,23530,INN23531,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,1,14,Offline,0,0,0,52.0,0,Not_Canceled,1
23528,23528,23531,INN23532,2,0,0,4,Meal Plan 1,0,Room_Type 4,55,2017,11,18,Offline,0,0,0,60.0,1,Not_Canceled,4
23529,23529,23532,INN23533,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,2018,1,7,Online,0,0,0,89.0,0,Not_Canceled,2
23530,23530,23533,INN23534,2,0,2,4,Meal Plan 1,0,Room_Type 1,29,2017,12,30,Offline,0,0,0,84.67,0,Not_Canceled,1
23531,23531,23534,INN23535,2,0,0,1,Not Selected,1,Room_Type 1,2,2017,12,11,Online,0,0,0,94.0,0,Not_Canceled,3
23532,23532,23535,INN23536,2,0,0,2,Not Selected,0,Room_Type 1,106,2017,7,21,Online,0,0,0,55.08,0,Canceled,3
23533,23533,23536,INN23537,3,0,2,3,Meal Plan 1,0,Room_Type 4,23,2017,10,18,Offline,0,0,0,105.0,1,Not_Canceled,4
23534,23534,23537,INN23538,2,0,2,3,Meal Plan 1,0,Room_Type 1,75,2018,4,7,Online,0,0,0,90.95,1,Not_Canceled,2
23535,23535,23538,INN23539,2,0,2,3,Meal Plan 1,0,Room_Type 4,67,2018,9,4,Online,0,0,0,119.16,0,Canceled,4
23536,23536,23539,INN23540,2,0,1,0,Meal Plan 1,0,Room_Type 1,40,2018,8,28,Online,0,0,0,109.8,0,Not_Canceled,2
23537,23537,23540,INN23541,1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,Online,0,0,0,98.0,0,Canceled,2
23538,23538,23541,INN23542,3,0,2,3,Meal Plan 1,0,Room_Type 4,17,2018,11,27,Online,0,0,0,138.6,1,Canceled,4
23539,23539,23542,INN23543,4,0,0,3,Meal Plan 1,0,Room_Type 7,11,2018,8,24,Online,0,0,0,227.15,1,Not_Canceled,8
23540,23540,23543,INN23544,2,0,0,2,Meal Plan 1,1,Room_Type 4,4,2017,12,11,Online,0,0,0,116.0,0,Not_Canceled,4
23541,23541,23544,INN23545,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,9,24,Online,0,0,0,126.9,2,Canceled,2
23542,23542,23545,INN23546,2,0,0,1,Meal Plan 1,0,Room_Type 1,85,2018,8,5,Online,0,0,0,126.9,1,Not_Canceled,2
23543,23543,23546,INN23547,1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,11,10,Online,0,0,0,120.0,0,Canceled,2
23544,23544,23547,INN23548,2,0,2,5,Meal Plan 1,0,Room_Type 1,137,2018,8,2,Online,0,0,0,103.09,0,Canceled,2
